lookback,hold_minutes,cost_bps,gross_sharpe,net_sharpe,gross_ann_return,net_ann_return,gross_ann_vol,net_ann_vol,gross_max_drawdown,net_max_drawdown,hit_rate,avg_turnover,break_even_cost_bps,avg_gross_exposure,avg_net_exposure
3,5,0.0,-2.2217797211982724,-2.2217797211982724,-1.4216625213309337,-1.4216625213309337,0.6398755501126767,0.6398755501126767,-0.2674841301121995,-0.2674841301121995,0.3540528825314261,1.3432877780947938,-0.10768675823500322,3.1954884117727707,-4.99935135769207e-17
