cost_bps,gross_sharpe,net_sharpe,gross_ann_return,net_ann_return,gross_ann_vol,net_ann_vol,gross_max_drawdown,net_max_drawdown,hit_rate,avg_turnover,break_even_cost_bps,avg_gross_exposure,avg_net_exposure
0.0,4.72284069851129,4.72284069851129,0.5210676668232151,0.5210676668232151,0.11032929122243389,0.11032929122243389,-0.029319074135488843,-0.029319074135488843,0.38230616302186876,0.13437225813781367,0.39456572995575995,0.6078763478818712,-1.0630316162376638e-17
