model,folds,mean_fold_net_sharpe,median_fold_net_sharpe,mean_fold_net_ann_return,mean_fold_trade_tick_pct,mean_fold_market_exposure_pct,positive_sharpe_fold_pct,pooled_net_sharpe,pooled_net_ann_return,pooled_net_max_drawdown
crypto_regime_trend_tuned,6,1.6637278466433185,-0.07448293390364663,0.3850069731155705,0.012123309646098118,0.273446319405961,0.5,2.1338612398021537,0.3893771168623841,-0.04689548175817104
crypto_fast_ema_long_only,6,-5.99930168211134,-6.389879636985944,-2.467587638829594,0.1484230562085715,0.6261248983297698,0.3333333333333333,-5.756149022642766,-2.458244699936593,-0.26846201515480395
